"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-05-11 ~ 2025-05-10"
"실거래구분 : 오피스텔(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"7497","서울특별시 강서구 화곡동","936-1","0936","0001","골든팰리스","22.5700","202409","27","28,000","10","개인","개인","2024","곰달래로16길 22","-","직거래","-"
"7498","서울특별시 은평구 역촌동","16-18","0016","0018","세민하이파크","40.7100","202409","27","20,500","5","개인","개인","2017","서오릉로7길 3","-","중개거래","서울 서대문구, 서울 은평구"
"7499","서울특별시 구로구 오류동","73-6","0073","0006","삼백리치빌","37.0400","202409","27","12,000","5","개인","개인","2004","서해안로 2313-16","-","중개거래","서울 구로구"
"7500","서울특별시 강남구 역삼동","825-24","0825","0024","강남역 효성해링턴 타워 더퍼스트","24.7700","202409","27","27,200","15","기타","개인","2014","강남대로84길 15","-","중개거래","서울 강남구"
"7501","서울특별시 마포구 염리동","164-4","0164","0004","삼부골든타워","32.4950","202409","27","27,000","10","개인","개인","2003","독막로 295","-","중개거래","서울 마포구"
"7502","서울특별시 송파구 가락동","79-5","0079","0005","(79-5)","34.8800","202409","27","10,500","13","개인","개인","1994","송파대로28길 24","-","중개거래","서울 송파구"
"7503","서울특별시 송파구 가락동","79-5","0079","0005","(79-5)","30.2400","202409","27","10,000","4","개인","개인","1994","송파대로28길 24","-","중개거래","서울 송파구"
"7504","서울특별시 구로구 구로동","26","0026","0000","신도림포스빌","24.1500","202409","27","15,500","20","개인","개인","2004","새말로 102","-","중개거래","서울 구로구"
"7505","서울특별시 구로구 구로동","98-4","0098","0004","대림역 와이즈플레이스","29.8470","202409","27","13,900","12","개인","개인","2012","가마산로 268","-","중개거래","서울 구로구"
"7506","서울특별시 마포구 도화동","553","0553","0000","마스터즈타워","44.9500","202409","27","29,000","20","법인","개인","2000","독막로 331","-","직거래","-"
"7507","서울특별시 마포구 도화동","555","0555","0000","마포 한화 오벨리스크","58.2200","202409","27","60,000","11","법인","개인","2004","마포대로 33","-","중개거래","서울 마포구"
"7508","서울특별시 금천구 독산동","1156","1156","0000","금천 롯데캐슬 골드파크 4차","26.9200","202409","27","22,000","37","개인","개인","2019","시흥대로 315","-","중개거래","서울 금천구"
"7509","서울특별시 동대문구 장안동","416-2","0416","0002","슈프림오피스텔","26.6400","202409","27","15,000","9","개인","개인","2012","한천로2길 94","-","중개거래","서울 동대문구"
"7510","서울특별시 양천구 목동","907","0907","0000","현대월드타워","38.2200","202409","27","22,000","19","개인","개인","1999","목동서로 77","-","중개거래","서울 양천구"
"7511","서울특별시 양천구 신정동","319-18","0319","0018","헤리티지Ⅱ","27.0500","202409","27","30,800","11","개인","개인","2020","목동서로 301-15","-","중개거래","서울 양천구"
"7512","서울특별시 강서구 염창동","266-12","0266","0012","한빛어반뉴스토리","28.6900","202409","27","23,800","4","법인","개인","2018"," ","-","중개거래","서울 양천구"
"7513","서울특별시 영등포구 당산동1가","94-2","0094","0002","당산어반스테이","26.2300","202409","27","36,800","9","개인","개인","2024","영신로39길 5-1","-","직거래","-"
"7514","서울특별시 강서구 염창동","266-12","0266","0012","한빛어반뉴스토리","28.6900","202409","27","23,800","4","법인","개인","2018"," ","20240927","중개거래","서울 양천구"
"7515","서울특별시 관악구 신림동","1638-1","1638","0001","삼모 더 프라임 타워","30.8000","202409","27","18,700","18","개인","개인","2011","신원로 35","-","중개거래","서울 관악구"
"7516","서울특별시 동대문구 장안동","337-1","0337","0001","마하나임","56.9900","202409","26","33,700","10","개인","개인","2019","장한로26길 40","20241014","중개거래","서울 동대문구"
"7517","서울특별시 중구 흥인동","13-1","0013","0001","청계천 두산위브더제니스","46.7350","202409","26","41,000","25","개인","개인","2014"," ","-","중개거래","서울 중구"
"7518","서울특별시 송파구 잠실동","175-1","0175","0001","위너스오피스텔II","29.1600","202409","26","25,000","8","개인","개인","1991","백제고분로 67","-","중개거래","서울 송파구, 서울 중구"
"7519","서울특별시 영등포구 양평동2가","43-14","0043","0014","CO-OP Residence/오목교","16.9800","202409","26","8,100","15","개인","개인","2004","영등포로3길 23","-","중개거래","서울 영등포구"
"7520","서울특별시 구로구 오류동","51-31","0051","0031","포스시티","23.1400","202409","26","10,000","4","개인","개인","2014","경인로20길 6","-","중개거래","서울 구로구"
"7521","서울특별시 구로구 구로동","26","0026","0000","신도림포스빌","24.1500","202409","26","15,500","9","개인","법인","2004","새말로 102","-","중개거래","서울 구로구"
"7522","서울특별시 구로구 구로동","103-6","0103","0006","구로 오네뜨 시티","21.3900","202409","26","17,000","10","법인","개인","2022","가마산로 271","-","중개거래","서울 구로구"
"7523","서울특별시 동대문구 장안동","337-1","0337","0001","마하나임","56.9900","202409","26","33,700","10","개인","개인","2019","장한로26길 40","-","중개거래","서울 동대문구"
"7524","서울특별시 강남구 개포동","186-13","0186","0013","메트하임","22.0010","202409","26","32,000","13","개인","개인","2018","개포로 504","-","중개거래","서울 강남구"
"7525","서울특별시 동대문구 제기동","1158-48","1158","0048","제기동오피스텔(유니텔)","30.6600","202409","26","13,000","10","개인","개인","2002","왕산로19라길 4","-","중개거래","서울 동대문구"
"7526","서울특별시 강남구 삼성동","58-2","0058","0002","청담역 푸르지오시티","25.8400","202409","26","40,000","8","개인","개인","2014","영동대로 647","-","중개거래","서울 강남구"
"7527","서울특별시 금천구 독산동","1007-13","1007","0013","e편한세상 독산 더타워","26.5128","202409","26","19,700","29","개인","개인","2019","범안로 1212","-","중개거래","서울 금천구"
"7528","서울특별시 성동구 성수동2가","299-134","0299","0134","(299-134)","39.7800","202409","26","32,000","3","개인","개인","2017"," ","-","중개거래","서울 성동구"
"7529","서울특별시 강남구 역삼동","720-25","0720","0025","디오빌역삼","54.6650","202409","26","48,500","3","개인","개인","2002","언주로 427","-","중개거래","서울 강남구"
"7530","서울특별시 마포구 상암동","1734","1734","0000","상암 한화 오벨리스크","19.9300","202409","26","9,900","2","개인","개인","2013","구룡길 19","-","중개거래","서울 마포구"
"7531","서울특별시 강동구 명일동","46-2","0046","0002","고덕역 효성해링턴 타워 더퍼스트","19.5083","202409","26","17,900","7","개인","개인","2020","고덕로 262","-","중개거래","서울 강동구"
"7532","서울특별시 강서구 가양동","1479-8","1479","0008","동양 트레벨 스카이 오피스텔","26.9600","202409","26","12,200","9","개인","개인","2003","양천로57길 9-19","-","중개거래","서울 강서구"
"7533","서울특별시 구로구 신도림동","276-32","0276","0032","골든애비뉴","17.7700","202409","26","11,000","2","법인","개인","2014","경인로67나길 45","-","직거래","-"
"7534","서울특별시 구로구 신도림동","436-10","0436","0010","신도림 비바힐스","24.8400","202409","26","29,100","9","법인","법인","2023","경인로 611-17","-","직거래","-"
"7535","서울특별시 강서구 마곡동","776","0776","0000","마곡 파크뷰 대방디엠시티 오피스텔","21.2509","202409","26","17,800","10","법인","개인","2019","마곡동로10길 23","-","중개거래","서울 강서구"
"7536","서울특별시 강서구 마곡동","760","0760","0000","마곡나루역보타닉푸르지오시티","21.8900","202409","26","19,500","4","공공기관","개인","2017"," ","-","중개거래","서울 강서구"
"7537","서울특별시 강서구 마곡동","760","0760","0000","마곡나루역보타닉푸르지오시티","22.7600","202409","26","22,000","13","법인","개인","2017"," ","-","중개거래","서울 강서구"
"7538","서울특별시 강서구 등촌동","648-6","0648","0006","비원오피스텔","36.9900","202409","26","16,200","9","개인","개인","2004","공항대로 525","-","중개거래","서울 강서구, 서울 양천구"
"7539","서울특별시 강서구 마곡동","760-2","0760","0002","마곡나루역캐슬파크","23.3900","202409","26","19,000","4","개인","개인","2016","마곡중앙로 161-1","-","중개거래","서울 강서구"
"7540","서울특별시 강서구 마곡동","760-2","0760","0002","마곡나루역캐슬파크","23.3900","202409","26","22,000","13","법인","개인","2016","마곡중앙로 161-1","-","중개거래","서울 강서구"
"7541","서울특별시 강서구 마곡동","760-2","0760","0002","마곡나루역캐슬파크","23.3900","202409","26","22,000","12","법인","법인","2016","마곡중앙로 161-1","-","중개거래","서울 강서구"
"7542","서울특별시 마포구 마포동","350","0350","0000","강변한신코아","55.4400","202409","26","49,500","14","법인","개인","1992","마포대로4다길 18","-","중개거래","서울 마포구"
"7543","서울특별시 강서구 가양동","1480-5","1480","0005","이스타빌1차","27.0000","202409","26","10,800","9","개인","개인","2002","양천로57길 10-20","-","중개거래","서울 강서구"
"7544","서울특별시 강남구 대치동","889-53","0889","0053","선릉역 롯데골드로즈오피스텔","32.0000","202409","26","21,800","14","법인","개인","2003","테헤란로64길 8","-","중개거래","서울 강남구"
"7545","서울특별시 강남구 역삼동","824-25","0824","0025","대우디오빌플러스","38.9600","202409","26","30,000","6","개인","개인","2004","강남대로84길 33","-","중개거래","서울 강남구"
"7546","서울특별시 송파구 잠실동","40","0040","0000","갤러리아팰리스","43.2810","202409","26","60,000","15","개인","개인","2005","올림픽로 212","-","중개거래","서울 송파구"
"7547","서울특별시 강서구 화곡동","1111-4","1111","0004","포유","17.9200","202409","26","13,500","6","개인","개인","2018","화곡로 342","-","중개거래","서울 강서구"
"7548","서울특별시 용산구 한강로2가","422","0422","0000","래미안 용산 더 센트럴","53.0000","202409","26","90,500","18","법인","개인","2017","한강대로 95","-","중개거래","서울 용산구"
"7549","서울특별시 강서구 마곡동","758-2","0758","0002","마곡일성트루엘플래닛","21.4300","202409","25","14,500","6","개인","개인","2016","마곡중앙로 161-22","-","중개거래","서울 강서구"
"7550","서울특별시 마포구 도화동","555","0555","0000","마포 한화 오벨리스크","33.9300","202409","25","38,000","21","개인","개인","2004","마포대로 33","-","직거래","-"
"7551","서울특별시 마포구 도화동","571","0571","0000","나눔빌딩","26.2500","202409","25","21,000","14","개인","개인","2015","도화길 43","-","중개거래","서울 마포구"
"7552","서울특별시 마포구 상수동","157-1","0157","0001","세방글로벌시티","29.8900","202409","25","19,700","15","개인","개인","2005","독막로 100","20241018","중개거래","서울 마포구"
"7553","서울특별시 마포구 상수동","157-1","0157","0001","세방글로벌시티","29.8900","202409","25","19,700","15","개인","개인","2005","독막로 100","20241019","중개거래","서울 마포구"
"7554","서울특별시 마포구 성산동","590-1","0590","0001","상암 두산위브센티움","23.2400","202409","25","15,100","5","개인","개인","2013","월드컵로36길 14","-","중개거래","서울 마포구, 서울 서초구"
"7555","서울특별시 강서구 마곡동","758-2","0758","0002","마곡일성트루엘플래닛","21.2700","202409","25","15,000","4","개인","개인","2016","마곡중앙로 161-22","-","중개거래","서울 강서구"
"7556","서울특별시 강서구 마곡동","760-2","0760","0002","마곡나루역캐슬파크","23.3900","202409","25","22,000","7","개인","개인","2016","마곡중앙로 161-1","-","중개거래","서울 강서구"
"7557","서울특별시 강서구 마곡동","760","0760","0000","마곡나루역보타닉푸르지오시티","19.9600","202409","25","16,000","11","개인","개인","2017"," ","-","중개거래","서울 강서구"
"7558","서울특별시 중랑구 중화동","307-4","0307","0004","화인하우스","79.9600","202409","25","30,000","2","개인","개인","2017"," ","-","중개거래","서울 성북구"
"7559","서울특별시 금천구 가산동","142-20","0142","0020","벨리지움","34.7800","202409","25","29,400","4","개인","개인","2021","남부순환로 1268-5","-","직거래","-"
"7560","서울특별시 영등포구 영등포동6가","100","0100","0000","리저브오피스텔","13.7700","202409","25","13,922","4","개인","법인","2018","영등포로33길 7","-","직거래","-"
"7561","서울특별시 영등포구 영등포동6가","100","0100","0000","리저브오피스텔","13.7700","202409","25","13,526","2","개인","법인","2018","영등포로33길 7","-","직거래","-"
"7562","서울특별시 영등포구 영등포동6가","100","0100","0000","리저브오피스텔","13.7700","202409","25","13,526","3","개인","법인","2018","영등포로33길 7","-","직거래","-"
"7563","서울특별시 영등포구 영등포동6가","100","0100","0000","리저브오피스텔","13.7700","202409","25","13,526","4","개인","법인","2018","영등포로33길 7","-","직거래","-"
"7564","서울특별시 영등포구 당산동4가","1-2","0001","0002","코오롱 스타폴리스","40.2800","202409","25","25,000","6","개인","개인","2005","영신로 219","-","중개거래","서울 영등포구"
"7565","서울특별시 동대문구 장안동","374-1","0374","0001","장안현대벤처빌","35.9800","202409","25","14,700","20","개인","개인","2004","장한로 85","-","중개거래","서울 동대문구"
"7566","서울특별시 동대문구 용두동","255-49","0255","0049","청계 한양아이클래스","18.3500","202409","25","15,800","11","개인","개인","2019"," ","-","직거래","-"
"7567","서울특별시 서초구 서초동","1328-11","1328","0011","대우도씨에빛2","42.0390","202409","25","40,800","14","법인","개인","2005","강남대로 359","20241227","중개거래","서울 서초구"
"7568","서울특별시 서초구 서초동","1328-11","1328","0011","대우도씨에빛2","38.8050","202409","25","40,800","14","법인","개인","2005","강남대로 359","20241227","중개거래","서울 서초구"
"7569","서울특별시 서초구 서초동","1328-11","1328","0011","대우도씨에빛2","38.8050","202409","25","40,800","14","법인","개인","2005","강남대로 359","-","중개거래","서울 서초구"
"7570","서울특별시 서초구 서초동","1328-11","1328","0011","대우도씨에빛2","42.0390","202409","25","40,800","14","법인","개인","2005","강남대로 359","-","중개거래","서울 서초구"
"7571","서울특별시 서초구 서초동","1680-1","1680","0001","서초 아르누보씨티","28.2900","202409","25","23,000","5","개인","개인","2010","서초대로 357","-","직거래","-"
"7572","서울특별시 성동구 행당동","192-29","0192","0029","성동샤르망","24.8400","202409","25","15,800","7","개인","개인","2004","고산자로 284","-","중개거래","서울 성동구"
"7573","서울특별시 강남구 개포동","13-3","0013","0003","대청타워","32.4410","202409","25","21,500","12","개인","개인","1997","개포로 623","-","중개거래","서울 강남구"
"7574","서울특별시 강남구 삼성동","58-2","0058","0002","청담역 푸르지오시티","25.8400","202409","25","47,500","19","법인","개인","2014","영동대로 647","-","중개거래","서울 강남구"
"7575","서울특별시 강남구 삼성동","141-10","0141","0010","삼성동 롯데캐슬 클라쎄","29.3738","202409","25","41,000","11","개인","개인","2019","테헤란로63길 9","-","직거래","-"
"7576","서울특별시 강남구 대치동","944-21","0944","0021","대치2차 아이파크","22.1800","202409","25","35,500","3","개인","개인","2018","영동대로85길 34","-","중개거래","서울 강남구"
"7577","서울특별시 강남구 자곡동","658","0658","0000","강남힐스테이트에코","23.7470","202409","25","16,200","2","개인","개인","2014","자곡로 202","-","중개거래","서울 강남구"
"7578","서울특별시 송파구 가락동","99-1","0099","0001","(99-1)","31.4400","202409","25","8,880","3","개인","법인","1990","송파대로28길 12","-","직거래","-"
"7579","서울특별시 종로구 평창동","289-5","0289","0005","오피스텔 천지인","23.4000","202409","25","9,400","3","개인","개인","2003","평창문화로 29","-","직거래","-"
"7580","서울특별시 강동구 천호동","451","0451","0000","이안 강동 컴홈스테이","24.1500","202409","25","34,770","25","개인","개인","2021","천호대로 1053","-","직거래","-"
"7581","서울특별시 종로구 충신동","83","0083","0000","지오지안 대학로","20.4600","202409","25","40,341","4","개인","법인","2023","율곡로14길 15-3","-","직거래","-"
"7582","서울특별시 구로구 구로동","97-1","0097","0001","로얄프라자","26.5050","202409","24","9,500","4","개인","법인","1989","가마산로 278","-","중개거래","서울 구로구"
"7583","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","34,268","2","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7584","서울특별시 노원구 중계동","360-9","0360","0009","중계동 두타빌","27.8500","202409","24","18,400","2","법인","개인","2000","한글비석로 245","-","중개거래","서울 노원구"
"7585","서울특별시 종로구 숭인동","1388","1388","0000","동양파라빌","27.0900","202409","24","13,900","13","개인","개인","2005","난계로 251","-","중개거래","서울 종로구"
"7586","서울특별시 마포구 성산동","593-2","0593","0002","상암 수린나 오피스텔","17.5500","202409","24","14,900","3","개인","개인","2018","월드컵로34길 18","-","중개거래","서울 마포구"
"7587","서울특별시 마포구 성산동","590-4","0590","0004","KCC상암스튜디오380","20.3500","202409","24","15,000","12","개인","개인","2014"," ","-","중개거래","서울 마포구"
"7588","서울특별시 송파구 문정동","56","0056","0000","문정동 헤브론 복합빌딩","17.6100","202409","24","10,500","5","개인","개인","2004","송파대로20길 4","-","직거래","-"
"7589","서울특별시 서초구 서초동","1337-22","1337","0022","서초동 대우디오빌프라임","49.0200","202409","24","58,000","5","개인","개인","2005","강남대로 321","-","중개거래","서울 서초구"
"7590","서울특별시 용산구 원효로3가","130-1","0130","0001","용산파크뷰II","25.9900","202409","24","40,000","3","개인","개인","2020","원효로 125","-","중개거래","서울 용산구"
"7591","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","34,268","2","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7592","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","34,268","2","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7593","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","35,048","3","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7594","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","34,736","2","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7595","서울특별시 동대문구 장안동","381-1","0381","0001","우민에뜨와르오피스텔","34.9500","202409","24","12,700","7","개인","개인","2009","한천로24길 70","-","중개거래","서울 강남구"
"7596","서울특별시 동대문구 장안동","381-1","0381","0001","우민에뜨와르오피스텔","34.9500","202409","24","12,700","7","개인","개인","2009","한천로24길 70","-","중개거래","서울 강남구"
"7597","서울특별시 성동구 성수동1가","33-23","0033","0023","위더스 빌","42.7600","202409","24","38,000","2","개인","개인","2015","뚝섬로3나길 18","-","중개거래","서울 성동구"
"7598","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","34,736","2","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7599","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","34,736","2","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7600","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","34,736","2","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7601","서울특별시 강남구 청담동","5","0005","0000","경원오피스텔","22.7700","202409","24","23,000","15","개인","개인","1991","도산대로 446","-","중개거래","서울 강남구"
"7602","서울특별시 강서구 등촌동","636-1","0636","0001","(636-1)","30.2400","202409","24","10,000","6","개인","개인","1997","양천로62길 29-3","-","중개거래","서울 강서구"
"7603","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","34,736","2","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7604","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","34,736","2","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7605","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","34,736","2","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7606","서울특별시 영등포구 여의도동","12-3","0012","0003","(주)신한 여의도 드림리버 오피스텔","30.0000","202409","24","38,700","12","개인","법인","2019","은행로 54","-","중개거래","서울 영등포구"
"7607","서울특별시 금천구 독산동","1150","1150","0000","금천 롯데캐슬 골드파크 2차","27.0300","202409","24","19,000","14","개인","개인","2017"," ","-","중개거래","서울 금천구"
"7608","서울특별시 강서구 마곡동","760","0760","0000","마곡나루역보타닉푸르지오시티","32.8800","202409","24","37,000","8","개인","개인","2017"," ","-","중개거래","서울 강서구"
"7609","서울특별시 영등포구 양평동6가","8","0008","0000","펫앤스테이","19.5100","202409","24","24,471","2","개인","법인","2016","양평로28길 11","-","직거래","-"
"7610","서울특별시 동대문구 전농동","597-11","0597","0011","전농동복합시설(청량리역DUO196)","19.9900","202409","24","13,950","11","개인","개인","2015","왕산로 244","-","중개거래","서울 동대문구"
"7611","서울특별시 강남구 삼성동","143-48","0143","0048","대종빌딩","46.0200","202409","24","46,000","12","법인","개인","1991","테헤란로 435","-","직거래","-"
"7612","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","34,268","2","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7613","서울특별시 양천구 신월동","235-7","0235","0007","신목동샤르망오피스텔","23.7900","202409","24","9,200","8","개인","개인","2004","월정로 101","-","중개거래","서울 영등포구"
"7614","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9900","202409","24","34,268","2","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7615","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","34,736","3","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7616","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","34,736","3","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7617","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","34,736","3","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7618","서울특별시 강서구 방화동","620-175","0620","0175","공항오피스텔","28.6500","202409","24","8,500","3","개인","개인","2001","방화동로1길 6","-","중개거래","서울 강서구"
"7619","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","34,736","3","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7620","서울특별시 마포구 신공덕동","1-48","0001","0048","갑을명가시티2","16.7600","202409","24","12,750","6","개인","개인","2016","만리재로 67","-","중개거래","서울 마포구"
"7621","서울특별시 강남구 대치동","907-12","0907","0012","아티스톤","36.7100","202409","24","83,000","4","개인","법인","2022","역삼로 409","-","중개거래","서울 강남구"
"7622","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","35,048","3","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7623","서울특별시 노원구 상계동","1258","1258","0000","오피앙","27.7800","202409","24","11,800","12","개인","개인","2004","동일로 1701","-","중개거래","서울 노원구"
"7624","서울특별시 마포구 도화동","559","0559","0000","마포트라팰리스","92.9100","202409","24","147,500","31","개인","개인","2006","마포대로 53","-","중개거래","서울 마포구"
"7625","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","34,736","2","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7626","서울특별시 강동구 강일동","675-1","0675","0001","강일타워","29.1400","202409","24","12,500","9","개인","개인","2011","아리수로93길 27","-","중개거래","서울 강동구"
"7627","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","35,048","3","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7628","서울특별시 강동구 성내동","64-13","0064","0013","브라운스톤천호","59.9000","202409","24","41,000","14","개인","개인","2007","천호대로 1006","-","중개거래","서울 강동구"
"7629","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","35,048","3","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7630","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","35,048","3","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7631","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","35,048","3","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7632","서울특별시 동대문구 답십리동","497-23","0497","0023","청계 푸르지오시티","23.8500","202409","24","14,200","14","개인","개인","2015","천호대로 257","-","중개거래","서울 동대문구"
"7633","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","35,048","3","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7634","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","35,048","3","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7635","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","34,736","3","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7636","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9900","202409","24","34,736","3","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7637","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","34,892","4","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7638","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","34,892","4","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7639","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","34,892","4","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7640","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","34,892","4","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7641","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","35,204","4","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7642","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","35,204","4","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7643","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","35,204","4","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7644","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","35,204","4","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7645","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","35,204","4","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7646","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","35,204","4","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7647","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","35,204","4","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7648","서울특별시 강남구 역삼동","826-37","0826","0037","쌍용플래티넘밸류","58.2800","202409","24","57,500","3","개인","개인","2007","테헤란로4길 46","-","중개거래","서울 강남구"
"7649","서울특별시 강남구 역삼동","736-24","0736","0024","엘지역삼에클라트","42.2800","202409","24","27,000","5","개인","개인","2004","테헤란로20길 19","20241122","직거래","-"
"7650","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","35,204","4","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7651","서울특별시 강서구 마곡동","797-14","0797","0014","힐스테이트에코마곡","24.0900","202409","24","17,700","11","개인","개인","2016","공항대로 269-15","-","중개거래","서울 강서구"
"7652","서울특별시 구로구 구로동","107-4","0107","0004","비즈트위트 블루","19.8500","202409","24","12,500","11","개인","개인","2012","공원로 15-12","-","직거래","-"
"7653","서울특별시 중구 신당동","160-5","0160","0005","신당아르브","21.3100","202409","24","17,500","17","개인","개인","2014","난계로 151","-","직거래","-"
"7654","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","34,892","4","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7655","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9900","202409","24","34,892","4","공공기관","법인","2024","답십리로 252","-","직거래","-"
"7656","서울특별시 동대문구 장안동","591","0591","0000","서도휴파크","29.9800","202409","24","34,268","2","공공기관","법인","2024","답십리로 252","-","직거래","-"
